# AEROCUBE 6A TLE list generated on 2018-09-21 15:08:40.883252
# epoch, line1, line2 
2018-05-18 14:21:43.171776, 1 40045U 14033AM  18138.59841634  .00000342  00000-0  57091-4 0  9990, 2 40045  97.8293  19.1822 0056713 289.5146  69.9944 14.75132967210169
2018-05-19 14:46:52.853664, 1 40045U 14033AM  18139.61588951  .00000312  00000-0  52755-4 0  9993, 2 40045  97.8292  20.1666 0056669 286.1471  73.3505 14.75133615210310
2018-05-20 15:12:02.520864, 1 40045U 14033AM  18140.63336251  .00000285  00000-0  48812-4 0  9999, 2 40045  97.8291  21.1510 0056625 282.7827  76.7058 14.75134313210469
2018-05-21 13:59:31.541280, 1 40045U 14033AM  18141.58300395 +.00000275 +00000-0 +47340-4 0  9998, 2 40045 097.8290 022.0698 0056571 279.6321 079.8500 14.75134999210364
2018-05-22 14:24:41.201568, 1 40045U 14033AM  18142.60047687 +.00000284 +00000-0 +48645-4 0  9993, 2 40045 097.8289 023.0542 0056533 276.2635 083.2137 14.75135768210517
2018-05-23 14:49:50.847168, 1 40045U 14033AM  18143.61794962 +.00000296 +00000-0 +50374-4 0  9995, 2 40045 097.8288 024.0385 0056518 272.8911 086.5831 14.75136546210662
2018-05-24 03:51:15.986880, 1 40045U 14033AM  18144.16060170  .00000292  00000-0  49771-4 0  9998, 2 40045  97.8288  24.5635 0056498 271.0854  88.3882 14.75136946210984
2018-05-25 14:02:29.486400, 1 40045U 14033AM  18145.58506350 +.00000276 +00000-0 +47532-4 0  9995, 2 40045 097.8286 025.9416 0056468 266.3626 093.1125 14.75137846210956
2018-05-26 04:41:35.272896, 1 40045U 14033AM  18146.19554714  .00000279  00000-0  47867-4 0  9994, 2 40045  97.8285  26.5322 0056457 264.3431  95.1339 14.75138259211283
2018-05-27 05:06:44.904672, 1 40045U 14033AM  18147.21301973  .00000296  00000-0  50329-4 0  9991, 2 40045  97.8284  27.5165 0056463 260.9737  98.5079 14.75138993211436
2018-05-28 05:31:54.530400, 1 40045U 14033AM  18148.23049225  .00000281  00000-0  48215-4 0  9998, 2 40045  97.8282  28.5008 0056463 257.5947 101.8940 14.75139621211586
2018-05-29 10:50:06.075744, 1 40045U 14033AM  18149.45145921  .00000277  00000-0  47606-4 0  9991, 2 40045  97.8280  29.6820 0056450 253.5296 105.9706 14.75140448211761
2018-05-30 12:52:56.323200, 1 40045U 14033AM  18150.53676300  .00000297  00000-0  50497-4 0  9996, 2 40045  97.8278  30.7319 0056462 249.9240 109.5887 14.75141291211920
2018-05-31 14:55:46.555968, 1 40045U 14033AM  18151.62206662  .00000322  00000-0  54112-4 0  9994, 2 40045  97.8276  31.7817 0056477 246.3234 113.2042 14.75142198212082
2018-06-01 13:43:15.483072, 1 40045U 14033AM  18152.57170698 +.00000367 +00000-0 +60621-4 0  9999, 2 40045 097.8274 032.7003 0056491 243.1664 116.3763 14.75143218211982
2018-06-02 14:08:25.044864, 1 40045U 14033AM  18153.58917876 +.00000367 +00000-0 +60639-4 0  9997, 2 40045 097.8273 033.6845 0056515 239.7842 119.7764 14.75144008212135
2018-06-03 14:33:34.586784, 1 40045U 14033AM  18154.60665031 +.00000358 +00000-0 +59325-4 0  9994, 2 40045 097.8271 034.6687 0056549 236.4112 123.1692 14.75144736212282
2018-06-04 05:12:40.302432, 1 40045U 14033AM  18155.21713313  .00000346  00000-0  57592-4 0  9990, 2 40045  97.8272  35.2592 0056578 234.4115 125.1814 14.75145149212612
2018-06-05 08:53:11.082624, 1 40045U 14033AM  18156.37026716  .00000299  00000-0  50834-4 0  9991, 2 40045  97.8271  36.3746 0056623 230.5877 129.0312 14.75145835212783
2018-06-06 09:18:20.583936, 1 40045U 14033AM  18157.38773824  .00000276  00000-0  47390-4 0  9990, 2 40045  97.8270  37.3588 0056665 227.2249 132.4187 14.75146497212939
2018-06-07 14:36:31.948704, 1 40045U 14033AM  18158.60870311  .00000291  00000-0  49634-4 0  9995, 2 40045  97.8269  38.5398 0056726 223.2047 136.4705 14.75147519213116
2018-06-08 13:24:00.766944, 1 40045U 14033AM  18159.55834221 +.00000290 +00000-0 +49369-4 0  9994, 2 40045 097.8268 039.4583 0056779 220.0686 139.6330 14.75148236213018
2018-06-09 20:19:52.730976, 1 40045U 14033AM  18160.84713809 +.00000254 +00000-0 +44162-4 0  9992, 2 40045 097.8267 040.7048 0056852 215.8071 143.9322 14.75148959213448
2018-06-10 17:29:40.902432, 1 40045U 14033AM  18161.72894563 +.00000254 +00000-0 +44288-4 0  9996, 2 40045 097.8266 041.5578 0056905 212.9126 146.8536 14.75149531213336
2018-06-11 14:39:29.061792, 1 40045U 14033AM  18162.61075303 +.00000261 +00000-0 +45194-4 0  9993, 2 40045 097.8264 042.4106 0056966 210.0084 149.7857 14.75150090213464
2018-06-12 15:04:38.444736, 1 40045U 14033AM  18163.62822274 +.00000265 +00000-0 +45814-4 0  9995, 2 40045 097.8263 043.3947 0057041 206.6542 153.1732 14.75150811213610
2018-06-13 13:52:07.186944, 1 40045U 14033AM  18164.57786096 +.00000254 +00000-0 +44198-4 0  9993, 2 40045 097.8261 044.3131 0057108 203.5316 156.3280 14.75151398213752
2018-06-14 07:46:34.051008, 1 40045U 14033AM  18165.32400522  .00000254  00000-0  44259-4 0  9992, 2 40045  97.8261  45.0348 0057162 201.0782 158.8071 14.75151846214103
2018-06-15 13:04:45.258528, 1 40045U 14033AM  18166.54496827  .00000250  00000-0  43650-4 0  9990, 2 40045  97.8259  46.2156 0057258 197.0968 162.8315 14.75152493214280
2018-06-16 13:29:54.561984, 1 40045U 14033AM  18167.56243706  .00000243  00000-0  42558-4 0  9997, 2 40045  97.8257  47.1996 0057343 193.7648 166.2001 14.75153098214432
2018-06-17 10:39:42.604704, 1 40045U 14033AM  18168.44424311 +.00000230 +00000-0 +40723-4 0  9996, 2 40045 097.8256 048.0524 0057414 190.8887 169.1084 14.75153589214326
2018-06-18 06:11:50.003232, 1 40045U 14033AM  18169.25821763 +.00000255 +00000-0 +44224-4 0  9995, 2 40045 097.8256 048.8396 0057477 188.2399 171.7872 14.75154247214448
2018-06-19 04:59:18.611520, 1 40045U 14033AM  18170.20785430  .00000280  00000-0  47882-4 0  9993, 2 40045  97.8255  49.7580 0057558 185.1548 174.9076 14.75154952214820
2018-06-20 11:55:10.243776, 1 40045U 14033AM  18171.49664634  .00000267  00000-0  46058-4 0  9996, 2 40045  97.8254  51.0043 0057677 180.9658 179.1449 14.75155710215012
2018-06-21 13:57:59.993568, 1 40045U 14033AM  18172.58194437 +.00000260 +00000-0 +44911-4 0  9995, 2 40045 097.8253 052.0538 0057774 177.4374 182.7143 14.75156409214932
2018-06-22 14:23:09.100032, 1 40045U 14033AM  18173.59941088 +.00000269 +00000-0 +46330-4 0  9995, 2 40045 097.8252 053.0377 0057860 174.1476 186.0422 14.75157074215089
2018-06-23 14:48:18.162432, 1 40045U 14033AM  18174.61687688 +.00000287 +00000-0 +48877-4 0  9990, 2 40045 097.8251 054.0217 0057951 170.8672 189.3606 14.75157779215233
2018-06-24 03:49:42.963456, 1 40045U 14033AM  18175.15952504  .00000294  00000-0  49812-4 0  9990, 2 40045  97.8251  54.5464 0058007 169.1139 191.1341 14.75158232215551
2018-06-25 04:14:51.949824, 1 40045U 14033AM  18176.17699016  .00000305  00000-0  51365-4 0  9998, 2 40045  97.8250  55.5303 0058104 165.8175 194.4682 14.75159007215706
2018-06-26 04:40:00.866208, 1 40045U 14033AM  18177.19445447  .00000377  00000-0  61839-4 0  9994, 2 40045  97.8248  56.5142 0058186 162.5331 197.7898 14.75160147215851
2018-06-27 05:05:09.728160, 1 40045U 14033AM  18178.21191815  .00000376  00000-0  61573-4 0  9999, 2 40045  97.8246  57.4981 0058278 159.2611 201.0982 14.75160872216002
2018-06-28 15:16:22.037952, 1 40045U 14033AM  18179.63636618 +.00000311 +00000-0 +52234-4 0  9994, 2 40045 097.8243 058.8755 0058404 154.6839 205.7253 14.75161667215975
2018-06-29 05:55:27.277536, 1 40045U 14033AM  18180.24684349  .00000298  00000-0  50426-4 0  9992, 2 40045  97.8242  59.4657 0058469 152.7221 207.7080 14.75162104216302
2018-06-30 14:28:58.848096, 1 40045U 14033AM  18181.60345889  .00000281  00000-0  47928-4 0  9991, 2 40045  97.8240  60.7774 0058590 148.3844 212.0907 14.75163009216506
2018-07-01 14:54:07.460352, 1 40045U 14033AM  18182.62091968 +.00000263 +00000-0 +45386-4 0  9996, 2 40045 097.8238 061.7612 0058683 145.1348 215.3728 14.75163622216410
2018-07-02 13:41:35.449152, 1 40045U 14033AM  18183.57054918 +.00000224 +00000-0 +39631-4 0  9998, 2 40045 097.8237 062.6793 0058759 142.1056 218.4311 14.75164067216557
2018-07-03 14:06:43.958592, 1 40045U 14033AM  18184.58800878 +.00000199 +00000-0 +36029-4 0  9993, 2 40045 097.8236 063.6630 0058841 138.8680 221.6988 14.75164560216705
2018-07-04 14:31:52.421376, 1 40045U 14033AM  18185.60546784 +.00000207 +00000-0 +37237-4 0  9992, 2 40045 097.8235 064.6467 0058923 135.6318 224.9635 14.75165128216859
2018-07-05 05:10:57.469152, 1 40045U 14033AM  18186.21594293  .00000210  00000-0  37719-4 0  9997, 2 40045  97.8235  65.2370 0058972 133.6942 226.9176 14.75165465217187
2018-07-06 05:36:05.821344, 1 40045U 14033AM  18187.23340071  .00000240  00000-0  41981-4 0  9992, 2 40045  97.8234  66.2207 0059058 130.4609 230.1771 14.75166252217337
2018-07-07 14:09:36.904608, 1 40045U 14033AM  18188.59001047 +.00000220 +00000-0 +39033-4 0  9992, 2 40045 097.8233 067.5322 0059154 126.1521 234.5183 14.75166809217298
2018-07-08 14:34:45.140160, 1 40045U 14033AM  18189.60746690 +.00000241 +00000-0 +42143-4 0  9994, 2 40045 097.8232 068.5159 0059209 122.9354 237.7569 14.75167399217440
2018-07-09 05:13:50.049696, 1 40045U 14033AM  18190.21794039  .00000244  00000-0  42573-4 0  9993, 2 40045  97.8231  69.1060 0059248 121.0067 239.6981 14.75167727217771
2018-07-10 07:16:38.708256, 1 40045U 14033AM  18191.30322579  .00000245  00000-0  42681-4 0  9991, 2 40045  97.8229  70.1553 0059310 117.5812 243.1439 14.75168367217932
2018-07-11 07:41:46.763232, 1 40045U 14033AM  18192.32068013  .00000243  00000-0  42350-4 0  9995, 2 40045  97.8228  71.1390 0059364 114.3589 246.3833 14.75168944218087
2018-07-12 14:37:36.868800, 1 40045U 14033AM  18193.60945450  .00000256  00000-0  44265-4 0  9997, 2 40045  97.8226  72.3850 0059412 110.2926 250.4683 14.75169719218274
2018-07-13 15:02:44.766528, 1 40045U 14033AM  18194.62690702  .00000250  00000-0  43365-4 0  9991, 2 40045  97.8225  73.3686 0059459 107.0879 253.6855 14.75170295218427
2018-07-14 02:26:28.422240, 1 40045U 14033AM  18195.10171785 +.00000250 +00000-0 +43309-4 0  9998, 2 40045 097.8224 073.8276 0059484 105.5947 255.1838 14.75170626218250
2018-07-15 14:15:19.830528, 1 40045U 14033AM  18196.59397952 +.00000245 +00000-0 +42620-4 0  9997, 2 40045 097.8222 075.2702 0059538 100.8980 259.8936 14.75171486218472
2018-07-16 14:40:27.517440, 1 40045U 14033AM  18197.61142960  .00000251  00000-0  43521-4 0  9996, 2 40045  97.8221  76.2538 0059568  97.6980 263.1000 14.75172122218866
2018-07-17 15:05:35.148192, 1 40045U 14033AM  18198.62887903 +.00000232 +00000-0 +40711-4 0  9998, 2 40045 097.8220 077.2374 0059601 094.4954 266.3067 14.75172616218774
2018-07-18 13:53:02.200416, 1 40045U 14033AM  18199.57849769 +.00000212 +00000-0 +37928-4 0  9995, 2 40045 097.8219 078.1553 0059634 091.5210 269.2832 14.75173088218912
2018-07-19 14:18:09.693792, 1 40045U 14033AM  18200.59594553 +.00000213 +00000-0 +38054-4 0  9990, 2 40045 097.8218 079.1388 0059655 088.3239 272.4803 14.75173647219068
2018-07-20 04:57:14.149728, 1 40045U 14033AM  18201.20641377  .00000232  00000-0  40764-4 0  9998, 2 40045  97.8218  79.7289 0059662  86.4025 274.4005 14.75174089219397
2018-07-21 05:22:21.525600, 1 40045U 14033AM  18202.22386025  .00000227  00000-0  40105-4 0  9990, 2 40045  97.8217  80.7124 0059683  83.2209 277.5787 14.75174644219543
2018-07-22 05:47:28.820256, 1 40045U 14033AM  18203.24130579  .00000238  00000-0  41637-4 0  9997, 2 40045  97.8215  81.6958 0059702  80.0362 280.7579 14.75175349219697
2018-07-23 14:20:58.445952, 1 40045U 14033AM  18204.59789868 +.00000274 +00000-0 +46770-4 0  9990, 2 40045 097.8214 083.0071 0059695 075.7687 285.0144 14.75176306219892
2018-07-24 03:22:22.261152, 1 40045U 14033AM  18205.14053543 +.00000274 +00000-0 +46868-4 0  9994, 2 40045 097.8213 083.5317 0059691 074.0663 286.7113 14.75176621219738
2018-07-25 21:41:54.529440, 1 40045U 14033AM  18206.90410335 +.00000242 +00000-0 +42288-4 0  9992, 2 40045 097.8210 085.2363 0059681 068.5395 292.2165 14.75177490219996
2018-07-26 13:58:39.198432, 1 40045U 14033AM  18207.58239813 +.00000221 +00000-0 +39186-4 0  9997, 2 40045 097.8209 085.8919 0059667 066.4024 294.3436 14.75177768220092
2018-07-27 14:23:46.144032, 1 40045U 14033AM  18208.59983963 +.00000217 +00000-0 +38622-4 0  9990, 2 40045 097.8207 086.8753 0059642 063.2008 297.5285 14.75178300220244
2018-07-28 11:33:32.110560, 1 40045U 14033AM  18209.48162165  .00000214  00000-0  38183-4 0  9991, 2 40045  97.8205  87.7276 0059616  60.4249 300.2884 14.75178746220611
2018-07-29 11:58:38.942976, 1 40045U 14033AM  18210.49906184  .00000194  00000-0  35322-4 0  9990, 2 40045  97.8203  88.7110 0059587  57.2274 303.4657 14.75179203220764
2018-07-30 14:01:26.159520, 1 40045U 14033AM  18211.58433055  .00000200  00000-0  36215-4 0  9993, 2 40045  97.8201  89.7599 0059558  53.8197 306.8501 14.75179840220928
2018-07-31 14:26:32.860608, 1 40045U 14033AM  18212.60176922  .00000208  00000-0  37310-4 0  9999, 2 40045  97.8200  90.7433 0059521  50.6175 310.0285 14.75180411221076
2018-08-01 21:22:21.265824, 1 40045U 14033AM  18213.89052391  .00000200  00000-0  36178-4 0  9997, 2 40045  97.8199  91.9889 0059466  46.5533 314.0602 14.75181049221267
2018-08-02 12:01:25.213728, 1 40045U 14033AM  18214.50098627 +.00000195 +00000-0 +35558-4 0  9992, 2 40045 097.8198 092.5789 0059430 044.6181 315.9789 14.75181365221112
2018-08-03 10:48:51.325056, 1 40045U 14033AM  18215.45059404  .00000201  00000-0  36396-4 0  9996, 2 40045  97.8198  93.4967 0059387  41.6231 318.9476 14.75181883221496
2018-08-04 11:13:57.817056, 1 40045U 14033AM  18216.46803029  .00000206  00000-0  37035-4 0  9994, 2 40045  97.8197  94.4800 0059333  38.4007 322.1403 14.75182406221644
2018-08-05 14:54:25.105824, 1 40045U 14033AM  18217.62112391  .00000206  00000-0  37128-4 0  9991, 2 40045  97.8195  95.5944 0059261  34.7480 325.7578 14.75183015221815
2018-08-06 15:19:31.495872, 1 40045U 14033AM  18218.63855898  .00000198  00000-0  36038-4 0  9998, 2 40045  97.8194  96.5776 0059198  31.5310 328.9425 14.75183489221961
2018-08-07 15:44:37.842720, 1 40045U 14033AM  18219.65599355  .00000192  00000-0  35139-4 0  9999, 2 40045  97.8192  97.5609 0059133  28.3157 332.1246 14.75183927222110
2018-08-08 14:32:03.719904, 1 40045U 14033AM  18220.60559861 +.00000205 +00000-0 +36999-4 0  9994, 2 40045 097.8190 098.4786 0059067 025.3020 335.1062 14.75184423222016
2018-08-09 21:27:51.630048, 1 40045U 14033AM  18221.89434757  .00000206  00000-0  37123-4 0  9993, 2 40045  97.8188  99.7240 0058971  21.2118 339.1517 14.75185073222446
2018-08-10 15:22:16.176000, 1 40045U 14033AM  18222.64046500 +.00000205 +00000-0 +36969-4 0  9998, 2 40045 097.8187 100.4450 0058917 018.8449 341.4923 14.75185479222310
2018-08-11 14:09:41.933952, 1 40045U 14033AM  18223.59006868 +.00000215 +00000-0 +38521-4 0  9993, 2 40045 097.8185 101.3627 0058845 015.8274 344.4757 14.75186009222450
2018-08-12 11:19:27.239520, 1 40045U 14033AM  18224.47184305 +.00000237 +00000-0 +41626-4 0  9998, 2 40045 097.8184 102.2148 0058770 013.0201 347.2509 14.75186580222588
2018-08-13 14:59:54.129984, 1 40045U 14033AM  18225.62493206 +.00000219 +00000-0 +39029-4 0  9993, 2 40045 097.8181 103.3290 0058676 009.3388 350.8898 14.75187166222755
2018-08-14 12:09:39.371616, 1 40045U 14033AM  18226.50670569  .00000212  00000-0  37990-4 0  9998, 2 40045  97.8180 104.1810 0058605   6.5269 353.6690 14.75187633223122
2018-08-15 15:50:06.191232, 1 40045U 14033AM  18227.65979388  .00000213  00000-0  38145-4 0  9990, 2 40045  97.8178 105.2952 0058504   2.8392 357.3139 14.75188248223292
2018-08-16 14:37:31.765152, 1 40045U 14033AM  18228.60939543 +.00000225 +00000-0 +39919-4 0  9998, 2 40045 097.8177 106.2128 0058424 359.7845 000.3330 14.75188822223190
2018-08-17 05:16:35.338944, 1 40045U 14033AM  18229.21985346  .00000226  00000-0  40108-4 0  9991, 2 40045  97.8177 106.8026 0058368 357.8302   2.2646 14.75189167223528
2018-08-18 05:41:41.269344, 1 40045U 14033AM  18230.23728321  .00000212  00000-0  38145-4 0  9996, 2 40045  97.8176 107.7857 0058274 354.5748   5.4823 14.75189674223674
2018-08-19 14:15:09.140256, 1 40045U 14033AM  18231.59385579  .00000213  00000-0  38268-4 0  9997, 2 40045  97.8174 109.0965 0058156 350.2095   9.7976 14.75190357223872
2018-08-20 14:40:15.000672, 1 40045U 14033AM  18232.61128473  .00000232  00000-0  41002-4 0  9990, 2 40045  97.8172 110.0796 0058065 346.9214  13.0487 14.75191007224024
2018-08-22 05:44:24.335520, 1 40045U 14033AM  18234.23917055  .00000199  00000-0  36305-4 0  9994, 2 40045  97.8170 111.6525 0057914 341.6739  18.2383 14.75191783224264
2018-08-23 14:17:52.084608, 1 40045U 14033AM  18235.59574172  .00000200  00000-0  36455-4 0  9992, 2 40045  97.8167 112.9631 0057798 337.2765  22.5887 14.75192468224462
2018-08-24 14:42:57.873312, 1 40045U 14033AM  18236.61316983  .00000202  00000-0  36731-4 0  9999, 2 40045  97.8165 113.9462 0057719 333.9671  25.8638 14.75192984224615
2018-08-25 11:52:42.874752, 1 40045U 14033AM  18237.49494068 +.00000198 +00000-0 +36177-4 0  9995, 2 40045 097.8164 114.7981 0057641 331.1070 028.6951 14.75193449224500
2018-08-26 04:09:26.721216, 1 40045U 14033AM  18238.17322594  .00000196  00000-0  35891-4 0  9995, 2 40045  97.8163 115.4534 0057579 328.9067  30.8739 14.75193807224845
2018-08-27 04:34:32.380320, 1 40045U 14033AM  18239.19065255  .00000313  00000-0  52756-4 0  9996, 2 40045  97.8161 116.4363 0057492 325.5912  34.1580 14.75195294224999
2018-08-28 04:59:38.051520, 1 40045U 14033AM  18240.20807930  .00000316  00000-0  53077-4 0  9994, 2 40045  97.8158 117.4192 0057419 322.2603  37.4585 14.75196045225140
2018-08-29 13:33:05.579424, 1 40045U 14033AM  18241.56464791  .00000284  00000-0  48536-4 0  9996, 2 40045  97.8156 118.7297 0057310 317.8354  41.8454 14.75196980225345
2018-08-30 13:58:11.210016, 1 40045U 14033AM  18242.58207419  .00000241  00000-0  42379-4 0  9993, 2 40045  97.8155 119.7127 0057233 314.5174  45.1367 14.75197554225499
2018-08-31 14:23:16.820736, 1 40045U 14033AM  18243.59950024  .00000221  00000-0  39397-4 0  9996, 2 40045  97.8153 120.6956 0057152 311.1825  48.4463 14.75198206225649
2018-09-01 14:48:22.415040, 1 40045U 14033AM  18244.61692610  .00000204  00000-0  37056-4 0  9995, 2 40045  97.8152 121.6785 0057093 307.8459  51.7592 14.75198859225798
2018-09-02 15:13:28.016256, 1 40045U 14033AM  18245.63435204  .00000184  00000-0  34066-4 0  9997, 2 40045  97.8151 122.6613 0057012 304.5032  55.0801 14.75199390225948
2018-09-03 17:16:14.006784, 1 40045U 14033AM  18246.71960656  .00000186  00000-0  34413-4 0  9999, 2 40045  97.8149 123.7097 0056933 300.9444  58.6177 14.75199938226103
2018-09-04 16:03:39.250656, 1 40045U 14033AM  18247.66920429 +.00000193 +00000-0 +35485-4 0  9996, 2 40045 097.8147 124.6270 0056889 297.8102 061.7349 14.75200378226005
2018-09-05 01:49:41.500992, 1 40045U 14033AM  18248.07617478  .00000190  00000-0  34943-4 0  9994, 2 40045  97.8146 125.0202 0056862 296.4694  63.0689 14.75200534226305
2018-09-06 03:52:27.488928, 1 40045U 14033AM  18249.16142927  .00000198  00000-0  36172-4 0  9991, 2 40045  97.8144 126.0684 0056799 292.8970  66.6250 14.75201141226469
2018-09-07 04:17:33.108288, 1 40045U 14033AM  18250.17885542  .00000194  00000-0  35581-4 0  9990, 2 40045  97.8142 127.0512 0056738 289.5346  69.9742 14.75201629226611
2018-09-08 04:42:38.738016, 1 40045U 14033AM  18251.19628169  .00000198  00000-0  36225-4 0  9993, 2 40045  97.8140 128.0340 0056690 286.1808  73.3167 14.75202106226769
2018-09-09 05:07:44.357376, 1 40045U 14033AM  18252.21370784  .00000203  00000-0  36931-4 0  9995, 2 40045  97.8138 129.0167 0056665 282.8125  76.6757 14.75202641226913
2018-09-10 05:32:49.981920, 1 40045U 14033AM  18253.23113405  .00000189  00000-0  34834-4 0  9996, 2 40045  97.8136 129.9995 0056626 279.4538  80.0274 14.75203139227069
2018-09-11 10:50:56.739840, 1 40045U 14033AM  18254.45204560  .00000196  00000-0  35937-4 0  9997, 2 40045  97.8134 131.1787 0056577 275.4151  84.0606 14.75203819227241
2018-09-12 12:53:42.713088, 1 40045U 14033AM  18255.53729992  .00000249  00000-0  43536-4 0  9991, 2 40045  97.8133 132.2269 0056565 271.8283  87.6448 14.75204775227403
2018-09-13 13:18:48.319488, 1 40045U 14033AM  18256.55472592  .00000250  00000-0  43722-4 0  9994, 2 40045  97.8131 133.2095 0056544 268.4547  91.0185 14.75205437227550
2018-09-14 13:43:53.916384, 1 40045U 14033AM  18257.57215181 +.00000255 +00000-0 +44333-4 0  9990, 2 40045 097.8130 134.1922 0056520 265.0821 094.3934 14.75206177227460
2018-09-15 07:38:18.029472, 1 40045U 14033AM  18258.31826423 +.00000271 +00000-0 +46702-4 0  9990, 2 40045 097.8129 134.9128 0056501 262.6105 096.8681 14.75206731227575
2018-09-16 04:48:02.890944, 1 40045U 14033AM  18259.20003346  .00000264  00000-0  45613-4 0  9992, 2 40045  97.8127 135.7644 0056498 259.6905  99.7932 14.75207221227941
2018-09-17 05:13:08.499072, 1 40045U 14033AM  18260.21745948  .00000235  00000-0  41469-4 0  9999, 2 40045  97.8126 136.7470 0056500 256.3195 103.1720 14.75207682228090
2018-09-18 07:15:54.473184, 1 40045U 14033AM  18261.30271381  .00000199  00000-0  36325-4 0  9999, 2 40045  97.8124 137.7950 0056494 252.7187 106.7836 14.75208186228250
2018-09-19 14:11:41.584992, 1 40045U 14033AM  18262.59145353 +.00000217 +00000-0 +38811-4 0  9993, 2 40045 097.8122 139.0396 0056503 248.4577 111.0604 14.75208958228207
2018-09-20 08:06:05.711040, 1 40045U 14033AM  18263.33756610  .00000216  00000-0  38759-4 0  9990, 2 40045  97.8121 139.7601 0056517 245.9881 113.5406 14.75209285228556
