dateTime,separation (km)
2015-07-01 00:00:00,1398.1192493702733
2015-07-02 00:00:00,1421.6292588031943
2015-07-03 00:00:00,1442.1154912565803
2015-07-04 00:00:00,1454.9275450825226
2015-07-05 00:00:00,1456.8606096342662
2015-07-06 00:00:00,1447.6444846789773
2015-07-07 00:00:00,1430.4052078169595
2015-07-08 00:00:00,1414.0485729841992
2015-07-09 00:00:00,1404.6043487337565
2015-07-10 00:00:00,1401.645701148477
2015-07-11 00:00:00,1407.5534354236745
2015-07-12 00:00:00,1423.5028714813413
2015-07-13 00:00:00,1448.7575161250406
2015-07-14 00:00:00,1480.609186053473
2015-07-15 00:00:00,1512.8476449979403
2015-07-16 00:00:00,1534.5506473962712
2015-07-17 00:00:00,1544.6292102335085
2015-07-18 00:00:00,1542.052565279844
2015-07-19 00:00:00,1526.3644635024405
2015-07-20 00:00:00,1502.990227538501
2015-07-21 00:00:00,1477.3516598839149
2015-07-22 00:00:00,1457.9141723203948
2015-07-23 00:00:00,1453.574348043974
2015-07-24 00:00:00,1462.0626800441707
2015-07-25 00:00:00,1482.3053632339559
2015-07-26 00:00:00,1512.297068300778
2015-07-27 00:00:00,1548.1170589214812
2015-07-28 00:00:00,1583.9507961627628
2015-07-29 00:00:00,1611.6439462325045
2015-07-30 00:00:00,1618.9179411330206
2015-07-31 00:00:00,1609.339308697655
2015-08-01 00:00:00,1587.615649321774
2015-08-02 00:00:00,1559.6537216200097
2015-08-03 00:00:00,1532.1949806108908
2015-08-04 00:00:00,1511.3989761581656
2015-08-05 00:00:00,1503.8295933322895
2015-08-06 00:00:00,1516.1741950224573
2015-08-07 00:00:00,1542.0858133191425
2015-08-08 00:00:00,1576.190879652907
2015-08-09 00:00:00,1612.6351219463925
2015-08-10 00:00:00,1644.068650237012
2015-08-11 00:00:00,1663.789949934595
2015-08-12 00:00:00,1664.7101472929055
2015-08-13 00:00:00,1643.5419518729384
2015-08-14 00:00:00,1612.992690696284
2015-08-15 00:00:00,1581.4063103777414
2015-08-16 00:00:00,1555.5996529794895
2015-08-17 00:00:00,1540.9882805183502
2015-08-18 00:00:00,1539.6522498416718
2015-08-19 00:00:00,1555.8707314059168
2015-08-20 00:00:00,1587.9472597213157
2015-08-21 00:00:00,1624.16606348929
2015-08-22 00:00:00,1656.163821464318
2015-08-23 00:00:00,1676.7462919814302
2015-08-24 00:00:00,1681.6891831188427
2015-08-25 00:00:00,1670.9527527370785
2015-08-26 00:00:00,1642.99835602681
2015-08-27 00:00:00,1611.2816929361766
2015-08-28 00:00:00,1585.6674294674617
2015-08-29 00:00:00,1571.1102679568855
2015-08-30 00:00:00,1569.5241557328739
2015-08-31 00:00:00,1580.2560278904675
2015-09-01 00:00:00,1602.5400527774898
2015-09-02 00:00:00,1635.5412582386884
2015-09-03 00:00:00,1664.600985255724
2015-09-04 00:00:00,1681.2932893133222
2015-09-05 00:00:00,1682.5269337648813
2015-09-06 00:00:00,1670.140846784154
2015-09-07 00:00:00,1649.756952545824
2015-09-08 00:00:00,1622.821324210018
2015-09-09 00:00:00,1600.043623547885
2015-09-10 00:00:00,1589.3471690201063
2015-09-11 00:00:00,1591.820012345342
2015-09-12 00:00:00,1605.399344748761
2015-09-13 00:00:00,1624.6083843805754
2015-09-14 00:00:00,1645.9129551216447
2015-09-15 00:00:00,1668.102481513628
2015-09-16 00:00:00,1678.309778008821
2015-09-17 00:00:00,1673.345846534329
2015-09-18 00:00:00,1657.583372499219
2015-09-19 00:00:00,1638.42643589595
2015-09-20 00:00:00,1622.540709287469
2015-09-21 00:00:00,1609.0051332088337
2015-09-22 00:00:00,1605.6196829761682
2015-09-23 00:00:00,1614.5441127428953
2015-09-24 00:00:00,1631.7313996097969
2015-09-25 00:00:00,1650.2866849618945
2015-09-26 00:00:00,1663.0038698103465
2015-09-27 00:00:00,1669.3493951112039
2015-09-28 00:00:00,1669.0909740855532
2015-09-29 00:00:00,1657.3019916012001
2015-09-30 00:00:00,1639.287322734284
2015-10-01 00:00:00,1622.9866968791648
2015-10-02 00:00:00,1615.3577835307553
2015-10-03 00:00:00,1618.0161123291387
2015-10-04 00:00:00,1625.8225289228621
2015-10-05 00:00:00,1642.1847833843697
2015-10-06 00:00:00,1662.2084792154383
2015-10-07 00:00:00,1677.461299572608
2015-10-08 00:00:00,1680.6119715032023
2015-10-09 00:00:00,1669.8627587085903
2015-10-10 00:00:00,1655.4470429810294
2015-10-11 00:00:00,1637.2774827271514
2015-10-12 00:00:00,1619.967762072696
2015-10-13 00:00:00,1610.282038186273
2015-10-14 00:00:00,1613.4740774289369
2015-10-15 00:00:00,1630.2960192230362
2015-10-16 00:00:00,1652.2464479968087
2015-10-17 00:00:00,1673.6759164668772
2015-10-18 00:00:00,1691.5223343149557
2015-10-19 00:00:00,1696.259341310138
2015-10-20 00:00:00,1684.4961462299827
2015-10-21 00:00:00,1657.6405258016837
2015-10-22 00:00:00,1630.2407290909512
2015-10-23 00:00:00,1610.588425639898
2015-10-24 00:00:00,1599.8557673158552
2015-10-25 00:00:00,1602.3835775119244
2015-10-26 00:00:00,1619.6674857512855
2015-10-27 00:00:00,1649.3188056847114
2015-10-28 00:00:00,1679.6199537686934
2015-10-29 00:00:00,1697.1909247385233
2015-10-30 00:00:00,1700.3698310736543
2015-10-31 00:00:00,1684.888850288007
2015-11-01 00:00:00,1653.0290853020952
2015-11-02 00:00:00,1614.838932877987
2015-11-03 00:00:00,1587.6780128619355
2015-11-04 00:00:00,1578.437228394643
2015-11-05 00:00:00,1585.254714404219
2015-11-06 00:00:00,1608.098252371375
2015-11-07 00:00:00,1643.1149746821277
2015-11-08 00:00:00,1681.4971225525524
2015-11-09 00:00:00,1704.3740127387016
2015-11-10 00:00:00,1702.9908110602312
2015-11-11 00:00:00,1681.4374011414939
2015-11-12 00:00:00,1646.2340237763221
2015-11-13 00:00:00,1606.717274624961
2015-11-14 00:00:00,1576.3613012071166
2015-11-15 00:00:00,1570.1573650825826
2015-11-16 00:00:00,1585.8691249050955
2015-11-17 00:00:00,1616.939679414703
2015-11-18 00:00:00,1657.055313263368
2015-11-19 00:00:00,1694.8025186700809
2015-11-20 00:00:00,1714.5217811464793
2015-11-21 00:00:00,1703.8674087678114
2015-11-22 00:00:00,1672.6697353767356
2015-11-23 00:00:00,1632.1553265284956
2015-11-24 00:00:00,1595.6094865448333
2015-11-25 00:00:00,1572.7119598692543
2015-11-26 00:00:00,1574.8527296619695
2015-11-27 00:00:00,1602.2855107723456
2015-11-28 00:00:00,1641.9346830631105
2015-11-29 00:00:00,1681.8560411531996
2015-11-30 00:00:00,1710.2170323608284
2015-12-01 00:00:00,1716.2419492619192
2015-12-02 00:00:00,1690.4642499680112
2015-12-03 00:00:00,1650.9059810788642
2015-12-04 00:00:00,1612.9195041134794
2015-12-05 00:00:00,1586.6546001054498
2015-12-06 00:00:00,1578.4287587384754
2015-12-07 00:00:00,1593.7342667422943
2015-12-08 00:00:00,1631.2128495898141
2015-12-09 00:00:00,1671.7711095496093
2015-12-10 00:00:00,1701.607626438372
2015-12-11 00:00:00,1711.2387284869487
2015-12-12 00:00:00,1698.5090000101145
2015-12-13 00:00:00,1662.304850512294
2015-12-14 00:00:00,1624.6288063349668
2015-12-15 00:00:00,1599.0289673511306
2015-12-16 00:00:00,1590.702775086828
2015-12-17 00:00:00,1600.1735125445382
2015-12-18 00:00:00,1627.805609679794
2015-12-19 00:00:00,1669.0142705372743
2015-12-20 00:00:00,1698.6426706191933
2015-12-21 00:00:00,1707.8537264022252
2015-12-22 00:00:00,1696.957746463608
2015-12-23 00:00:00,1672.280415473531
2015-12-24 00:00:00,1638.3130280674932
2015-12-25 00:00:00,1616.3658131810662
2015-12-26 00:00:00,1612.2986580107577
2015-12-27 00:00:00,1625.2707456312687
2015-12-28 00:00:00,1648.4889133669972
2015-12-29 00:00:00,1680.6389404661224
2015-12-30 00:00:00,1705.5404197570122
2015-12-31 00:00:00,1709.8644911315394
2016-01-01 00:00:00,1695.5012648199136
2016-01-02 00:00:00,1673.7369059728446
2016-01-03 00:00:00,1650.682951336884
2016-01-04 00:00:00,1634.7620083050497
2016-01-05 00:00:00,1636.907208700069
2016-01-06 00:00:00,1653.6127278346344
2016-01-07 00:00:00,1676.1756964230688
2016-01-08 00:00:00,1695.16823460036
2016-01-09 00:00:00,1710.0629789151478
2016-01-10 00:00:00,1705.9325188381454
2016-01-11 00:00:00,1687.522796760365
2016-01-12 00:00:00,1667.3522816163907
2016-01-13 00:00:00,1655.9146015564447
2016-01-14 00:00:00,1650.9224913881087
2016-01-15 00:00:00,1660.9815072487513
2016-01-16 00:00:00,1682.0207111956229
2016-01-17 00:00:00,1701.7466510471197
2016-01-18 00:00:00,1708.7572601972247
2016-01-19 00:00:00,1706.9968546426799
2016-01-20 00:00:00,1693.6586936733554
2016-01-21 00:00:00,1672.7421936621163
2016-01-22 00:00:00,1657.0340320968483
2016-01-23 00:00:00,1656.5685920052676
2016-01-24 00:00:00,1667.179532579629
2016-01-25 00:00:00,1685.6449099100641
2016-01-26 00:00:00,1708.306360227407
2016-01-27 00:00:00,1720.7573176862236
2016-01-28 00:00:00,1713.5507331412539
2016-01-29 00:00:00,1693.6787238680215
2016-01-30 00:00:00,1672.4480191543857
2016-01-31 00:00:00,1653.1341140004272
2016-02-01 00:00:00,1647.1289630263884
2016-02-02 00:00:00,1660.1730091061054
2016-02-03 00:00:00,1686.7282586107556
2016-02-04 00:00:00,1711.6701309862817
2016-02-05 00:00:00,1730.7776146465076
2016-02-06 00:00:00,1730.001787643977
2016-02-07 00:00:00,1706.3207488563976
2016-02-08 00:00:00,1673.2673084750277
2016-02-09 00:00:00,1652.9772034313025
2016-02-10 00:00:00,1645.0032966431909
2016-02-11 00:00:00,1655.4008963077401
2016-02-12 00:00:00,1686.5905335441325
2016-02-13 00:00:00,1726.858980211473
2016-02-14 00:00:00,1752.9396154279302
2016-02-15 00:00:00,1759.6049047054287
2016-02-16 00:00:00,1740.5969843260682
2016-02-17 00:00:00,1703.474136656806
2016-02-18 00:00:00,1670.30671780074
2016-02-19 00:00:00,1662.3230666612883
2016-02-20 00:00:00,1676.0837011405888
2016-02-21 00:00:00,1711.8255335019069
2016-02-22 00:00:00,1762.0432720522788
2016-02-23 00:00:00,1802.1444303564176
2016-02-24 00:00:00,1811.7329397664002
2016-02-25 00:00:00,1792.4418642431215
2016-02-26 00:00:00,1753.0303911131866
2016-02-27 00:00:00,1712.067430107164
2016-02-28 00:00:00,1697.5837074291528
2016-02-29 00:00:00,1713.7843778221313
2016-03-01 00:00:00,1753.7587377292057
2016-03-02 00:00:00,1807.3877803628698
2016-03-03 00:00:00,1855.8229182939594
2016-03-04 00:00:00,1867.0704699714977
2016-03-05 00:00:00,1843.339996065038
2016-03-06 00:00:00,1800.527974745094
2016-03-07 00:00:00,1756.5278195356407
2016-03-08 00:00:00,1734.959834494838
2016-03-09 00:00:00,1753.7352204453573
2016-03-10 00:00:00,1798.6025599575141
2016-03-11 00:00:00,1855.4098373643249
2016-03-12 00:00:00,1902.1467232428024
2016-03-13 00:00:00,1913.886649382324
2016-03-14 00:00:00,1882.2219085880222
2016-03-15 00:00:00,1834.5731395383125
2016-03-16 00:00:00,1793.078815770664
2016-03-17 00:00:00,1774.1772502469787
2016-03-18 00:00:00,1795.6249772571612
2016-03-19 00:00:00,1846.853172049597
2016-03-20 00:00:00,1903.5130622132656
2016-03-21 00:00:00,1942.9482136499691
2016-03-22 00:00:00,1947.1145318607685
2016-03-23 00:00:00,1907.8087690263608
2016-03-24 00:00:00,1859.1672651514702
2016-03-25 00:00:00,1824.176410395578
2016-03-26 00:00:00,1815.5384187312607
2016-03-27 00:00:00,1842.0115544838181
2016-03-28 00:00:00,1897.8288447600496
2016-03-29 00:00:00,1949.8783476909412
2016-03-30 00:00:00,1975.7882730387885
2016-03-31 00:00:00,1967.6522319217509
2016-04-01 00:00:00,1924.6063823671311
2016-04-02 00:00:00,1880.3204899668897
2016-04-03 00:00:00,1857.2176265491705
2016-04-04 00:00:00,1861.897043461253
2016-04-05 00:00:00,1894.4430133769824
2016-04-06 00:00:00,1949.3239572065957
2016-04-07 00:00:00,1989.8845825329126
2016-04-08 00:00:00,1998.6547172564594
2016-04-09 00:00:00,1979.0473741617727
2016-04-10 00:00:00,1937.7939912807922
2016-04-11 00:00:00,1904.2076881752428
2016-04-12 00:00:00,1896.577332458782
2016-04-13 00:00:00,1915.036855092915
2016-04-14 00:00:00,1950.8404692678653
2016-04-15 00:00:00,1997.3735661726166
2016-04-16 00:00:00,2020.0555697188363
2016-04-17 00:00:00,2011.2283509526255
2016-04-18 00:00:00,1985.473164532559
2016-04-19 00:00:00,1953.3729606421252
2016-04-20 00:00:00,1936.2484117581328
2016-04-21 00:00:00,1946.420363384827
2016-04-22 00:00:00,1974.8091167755115
2016-04-23 00:00:00,2006.5570548180754
2016-04-24 00:00:00,2035.8868906217247
2016-04-25 00:00:00,2037.625171160481
2016-04-26 00:00:00,2015.9473245262297
2016-04-27 00:00:00,1992.8418276568136
2016-04-28 00:00:00,1977.1645286313997
2016-04-29 00:00:00,1979.7679265125198
2016-04-30 00:00:00,2004.677764793934
2016-05-01 00:00:00,2034.7330028797596
2016-05-02 00:00:00,2052.4434028704454
2016-05-03 00:00:00,2058.9946290875314
2016-05-04 00:00:00,2042.4686531816706
2016-05-05 00:00:00,2018.2021889378593
2016-05-06 00:00:00,2008.0789687026809
2016-05-07 00:00:00,2013.363869191127
2016-05-08 00:00:00,2034.6647898486317
2016-05-09 00:00:00,2066.335565872026
2016-05-10 00:00:00,2085.5691091566327
2016-05-11 00:00:00,2080.556397114162
2016-05-12 00:00:00,2065.2643105745406
2016-05-13 00:00:00,2040.3164477795858
2016-05-14 00:00:00,2025.839849075795
2016-05-15 00:00:00,2037.1745904342263
2016-05-16 00:00:00,2063.6309088748044
2016-05-17 00:00:00,2096.782414892029
2016-05-18 00:00:00,2121.3457389825426
2016-05-19 00:00:00,2116.1839934086574
2016-05-20 00:00:00,2086.6532457169096
2016-05-21 00:00:00,2059.4406584060803
2016-05-22 00:00:00,2041.5246382878508
2016-05-23 00:00:00,2048.749480727019
2016-05-24 00:00:00,2085.5629113440154
2016-05-25 00:00:00,2126.0697209417317
2016-05-26 00:00:00,2155.4917217566085
2016-05-27 00:00:00,2155.6273702881167
2016-05-28 00:00:00,2120.2435136752115
2016-05-29 00:00:00,2077.704463954567
2016-05-30 00:00:00,2055.548315667832
2016-05-31 00:00:00,2059.5114286497105
2016-06-01 00:00:00,2095.508957980073
2016-06-02 00:00:00,2151.8463065635433
2016-06-03 00:00:00,2189.2084092799123
2016-06-04 00:00:00,2194.8065989339716
2016-06-05 00:00:00,2161.437227145804
2016-06-06 00:00:00,2106.291787833905
2016-06-07 00:00:00,2072.77571050674
2016-06-08 00:00:00,2074.911175159777
2016-06-09 00:00:00,2111.1029075138717
2016-06-10 00:00:00,2173.169531810534
2016-06-11 00:00:00,2228.4482080885173
2016-06-12 00:00:00,2238.8110417230487
2016-06-13 00:00:00,2207.210917266095
2016-06-14 00:00:00,2149.012094901657
2016-06-15 00:00:00,2099.5541747712628
2016-06-16 00:00:00,2097.2977544719893
2016-06-17 00:00:00,2134.8009194427327
2016-06-18 00:00:00,2199.6677578614913
2016-06-19 00:00:00,2266.068440079811
2016-06-20 00:00:00,2286.049051462034
2016-06-21 00:00:00,2253.853412185519
2016-06-22 00:00:00,2193.7589087281717
2016-06-23 00:00:00,2137.798286137247
2016-06-24 00:00:00,2124.023686453441
2016-06-25 00:00:00,2162.7519277892507
2016-06-26 00:00:00,2230.267413484254
2016-06-27 00:00:00,2298.9058451087412
2016-06-28 00:00:00,2330.452927487293
2016-06-29 00:00:00,2297.277463328618
2016-06-30 00:00:00,2235.262020277502
2016-07-01 00:00:00,2178.542665179154
2016-07-02 00:00:00,2156.1530419044543
2016-07-03 00:00:00,2192.683134859147
2016-07-04 00:00:00,2262.3281699033923
2016-07-05 00:00:00,2330.9794744530063
2016-07-06 00:00:00,2365.666303345622
2016-07-07 00:00:00,2336.6421427905484
2016-07-08 00:00:00,2273.22330912536
2016-07-09 00:00:00,2217.9086717356636
2016-07-10 00:00:00,2195.5487303900695
2016-07-11 00:00:00,2224.475361858941
2016-07-12 00:00:00,2295.245289031694
2016-07-13 00:00:00,2362.340109183968
2016-07-14 00:00:00,2393.247664209373
2016-07-15 00:00:00,2370.9812836428314
2016-07-16 00:00:00,2307.721903265701
2016-07-17 00:00:00,2255.8404434111753
2016-07-18 00:00:00,2238.4629653486963
2016-07-19 00:00:00,2263.054855538878
2016-07-20 00:00:00,2330.7535001405076
2016-07-21 00:00:00,2394.069908952396
2016-07-22 00:00:00,2417.816940774992
2016-07-23 00:00:00,2396.9307560999696
2016-07-24 00:00:00,2339.4766979133306
2016-07-25 00:00:00,2293.28489158382
2016-07-26 00:00:00,2283.4510386832026
2016-07-27 00:00:00,2309.541270816275
2016-07-28 00:00:00,2368.6237220186317
2016-07-29 00:00:00,2425.241908066466
2016-07-30 00:00:00,2440.110969112494
2016-07-31 00:00:00,2415.957353529673
2016-08-01 00:00:00,2369.5154027611497
2016-08-02 00:00:00,2331.3392438624796
2016-08-03 00:00:00,2330.6455526246427
2016-08-04 00:00:00,2361.2210587064055
2016-08-05 00:00:00,2408.196449187643
2016-08-06 00:00:00,2455.071510520081
2016-08-07 00:00:00,2459.0829404917104
2016-08-08 00:00:00,2431.2901596401034
2016-08-09 00:00:00,2396.8837547097714
2016-08-10 00:00:00,2370.5734762065576
2016-08-11 00:00:00,2379.430541667487
2016-08-12 00:00:00,2414.293432861555
2016-08-13 00:00:00,2450.621414420316
2016-08-14 00:00:00,2479.910531372354
2016-08-15 00:00:00,2474.3858535032036
2016-08-16 00:00:00,2443.951227593609
2016-08-17 00:00:00,2420.303006296038
2016-08-18 00:00:00,2410.877383575645
2016-08-19 00:00:00,2429.8975831239295
2016-08-20 00:00:00,2467.8860878075634
2016-08-21 00:00:00,2494.3247765020983
2016-08-22 00:00:00,2502.046854140605
2016-08-23 00:00:00,2485.7471378626738
2016-08-24 00:00:00,2454.8578272558034
2016-08-25 00:00:00,2441.2833952988294
2016-08-26 00:00:00,2452.556801858894
2016-08-27 00:00:00,2482.1195908000773
2016-08-28 00:00:00,2521.1016063445404
2016-08-29 00:00:00,2536.351441343299
2016-08-30 00:00:00,2520.4753712140764
2016-08-31 00:00:00,2493.7569722044823
2016-09-01 00:00:00,2465.30562525548
2016-09-02 00:00:00,2463.3984856340726
2016-09-03 00:00:00,2495.2822722821065
2016-09-04 00:00:00,2535.889366183494
2016-09-05 00:00:00,2572.280658580091
2016-09-06 00:00:00,2572.9944150685474
2016-09-07 00:00:00,2534.9123942628207
2016-09-08 00:00:00,2498.8791954494795
2016-09-09 00:00:00,2476.6607194193657
2016-09-10 00:00:00,2490.672809270481
2016-09-11 00:00:00,2542.2337185644597
2016-09-12 00:00:00,2592.6633708145896
2016-09-13 00:00:00,2620.59900661397
2016-09-14 00:00:00,2601.824979709269
2016-09-15 00:00:00,2545.0186965540197
2016-09-16 00:00:00,2504.1030580701827
2016-09-17 00:00:00,2495.758111565345
2016-09-18 00:00:00,2530.292798009776
2016-09-19 00:00:00,2600.4776747568667
2016-09-20 00:00:00,2655.205052784364
2016-09-21 00:00:00,2667.129359500291
2016-09-22 00:00:00,2625.875827983154
2016-09-23 00:00:00,2556.436306591916
2016-09-24 00:00:00,2520.827136508853
2016-09-25 00:00:00,2533.326734048813
2016-09-26 00:00:00,2591.840445037584
2016-09-27 00:00:00,2675.959913335314
2016-09-28 00:00:00,2723.669503209119
2016-09-29 00:00:00,2710.0957228688426
2016-09-30 00:00:00,2646.5504591137224
2016-10-01 00:00:00,2574.4116985844894
2016-10-02 00:00:00,2556.4017783777936
2016-10-03 00:00:00,2596.9382886604953
2016-10-04 00:00:00,2678.544030898022
2016-10-05 00:00:00,2765.4398273745032
2016-10-06 00:00:00,2788.7542256042134
2016-10-07 00:00:00,2743.454710873409
2016-10-08 00:00:00,2665.266666308793
2016-10-09 00:00:00,2604.8799904460434
2016-10-10 00:00:00,2616.585147424594
2016-10-11 00:00:00,2687.3299442398593
2016-10-12 00:00:00,2782.3285160172036
2016-10-13 00:00:00,2851.399415875831
2016-10-14 00:00:00,2835.1068988326997
2016-10-15 00:00:00,2761.97522478601
2016-10-16 00:00:00,2685.0578925143427
2016-10-17 00:00:00,2653.7333288757386
2016-10-18 00:00:00,2703.375740129489
2016-10-19 00:00:00,2797.5038518508622
2016-10-20 00:00:00,2885.5343208822414
2016-10-21 00:00:00,2913.751594024344
2016-10-22 00:00:00,2854.9823659311296
2016-10-23 00:00:00,2772.6795636877414
2016-10-24 00:00:00,2718.9644872526987
2016-10-25 00:00:00,2729.61284404572
2016-10-26 00:00:00,2813.754038425671
2016-10-27 00:00:00,2910.755801944506
2016-10-28 00:00:00,2965.86998051187
2016-10-29 00:00:00,2942.7711585240195
2016-10-30 00:00:00,2860.8643089928273
2016-10-31 00:00:00,2794.8617541371264
2016-11-01 00:00:00,2779.733391598651
2016-11-02 00:00:00,2833.9399148546045
2016-11-03 00:00:00,2933.154458135062
2016-11-04 00:00:00,3003.8706039112267
2016-11-05 00:00:00,3009.9363894904936
2016-11-06 00:00:00,2946.64072500986
2016-11-07 00:00:00,2872.7939506542352
2016-11-08 00:00:00,2844.306499787026
